Driver,Team,LapNumber,StintNumber,Compound,LapTime,LapTimeSeconds,TrackStatus,IsAccurate,PitInLap,Sector1Time,Sector2Time,Sector3Time
VER,Red Bull Racing,1.0,1.0,HARD,,,1,False,,,0 days 00:00:42.104000,0 days 00:00:26.743000
VER,Red Bull Racing,2.0,1.0,HARD,0 days 00:01:16.802000,76.802,1,True,,0 days 00:00:22.782000,0 days 00:00:30.530000,0 days 00:00:23.490000
VER,Red Bull Racing,3.0,1.0,HARD,0 days 00:02:14.993000,134.993,1,True,,0 days 00:00:50.693000,0 days 00:00:57.385000,0 days 00:00:26.915000
VER,Red Bull Racing,4.0,1.0,HARD,0 days 00:01:15.805000,75.805,1,True,,0 days 00:00:22.270000,0 days 00:00:30.384000,0 days 00:00:23.151000
VER,Red Bull Racing,5.0,1.0,HARD,0 days 00:02:21.227000,141.227,1,False,,0 days 00:00:44.629000,0 days 00:00:56.076000,0 days 00:00:40.522000
VER,Red Bull Racing,6.0,2.0,HARD,0 days 00:02:12.418000,132.418,1,False,,0 days 00:00:51.475000,0 days 00:00:48.210000,0 days 00:00:32.733000
VER,Red Bull Racing,7.0,2.0,HARD,0 days 00:01:15.516000,75.516,1,True,,0 days 00:00:22.126000,0 days 00:00:30.419000,0 days 00:00:22.971000
VER,Red Bull Racing,8.0,2.0,HARD,0 days 00:01:32.990000,92.99,1,False,,0 days 00:00:26.448000,0 days 00:00:38.052000,0 days 00:00:28.490000
VER,Red Bull Racing,9.0,3.0,SOFT,,,1,False,,,0 days 00:00:45.992000,0 days 00:00:26.374000
VER,Red Bull Racing,10.0,3.0,SOFT,0 days 00:01:14.085000,74.085,1,True,,0 days 00:00:21.924000,0 days 00:00:29.685000,0 days 00:00:22.476000
VER,Red Bull Racing,11.0,3.0,SOFT,0 days 00:01:45.656000,105.656,1,False,,0 days 00:00:32.189000,0 days 00:00:39.319000,0 days 00:00:34.148000
VER,Red Bull Racing,12.0,4.0,SOFT,,,12,False,,,0 days 00:00:33.416000,0 days 00:00:26.619000
VER,Red Bull Racing,13.0,4.0,SOFT,0 days 00:01:19.917000,79.917,1,True,,0 days 00:00:23.922000,0 days 00:00:32.115000,0 days 00:00:23.880000
VER,Red Bull Racing,14.0,4.0,SOFT,0 days 00:01:19.596000,79.596,1,True,,0 days 00:00:23.793000,0 days 00:00:32.022000,0 days 00:00:23.781000
VER,Red Bull Racing,15.0,4.0,SOFT,0 days 00:01:19.508000,79.508,1,True,,0 days 00:00:23.719000,0 days 00:00:31.936000,0 days 00:00:23.853000
VER,Red Bull Racing,16.0,4.0,SOFT,0 days 00:01:19.736000,79.736,1,True,,0 days 00:00:23.414000,0 days 00:00:32.192000,0 days 00:00:24.130000
VER,Red Bull Racing,17.0,4.0,SOFT,,,1,False,,0 days 00:00:36.889000,0 days 00:01:06.555000,0 days 00:00:55.677000
VER,Red Bull Racing,18.0,4.0,SOFT,0 days 00:01:49.521000,109.521,1,False,,0 days 00:00:48.356000,0 days 00:00:32.830000,0 days 00:00:28.335000
NOR,McLaren,1.0,1.0,HARD,,,1,False,,,0 days 00:00:37.185000,0 days 00:00:28.656000
NOR,McLaren,2.0,1.0,HARD,0 days 00:01:16.095000,76.095,1,True,,0 days 00:00:22.567000,0 days 00:00:30.494000,0 days 00:00:23.034000
NOR,McLaren,3.0,1.0,HARD,0 days 00:01:59.624000,119.624,1,True,,0 days 00:00:29.696000,0 days 00:00:55.689000,0 days 00:00:34.239000
NOR,McLaren,4.0,1.0,HARD,0 days 00:01:15.633000,75.633,1,True,,0 days 00:00:22.311000,0 days 00:00:30.244000,0 days 00:00:23.078000
NOR,McLaren,5.0,1.0,HARD,0 days 00:01:56.771000,116.771,1,True,,0 days 00:00:26.210000,0 days 00:00:51.467000,0 days 00:00:39.094000
NOR,McLaren,6.0,1.0,HARD,0 days 00:02:06.784000,126.784,1,True,,0 days 00:00:40.900000,0 days 00:00:51.691000,0 days 00:00:34.193000
NOR,McLaren,7.0,1.0,HARD,0 days 00:01:15.259000,75.259,1,True,,0 days 00:00:22.120000,0 days 00:00:30.198000,0 days 00:00:22.941000
NOR,McLaren,8.0,1.0,HARD,0 days 00:01:24.227000,84.227,1,False,,0 days 00:00:22.853000,0 days 00:00:30.840000,0 days 00:00:30.534000
NOR,McLaren,9.0,2.0,HARD,,,1,False,,,0 days 00:00:40.173000,0 days 00:00:25.517000
NOR,McLaren,10.0,2.0,HARD,0 days 00:01:16.431000,76.431,1,True,,0 days 00:00:22.413000,0 days 00:00:30.662000,0 days 00:00:23.356000
NOR,McLaren,11.0,2.0,HARD,0 days 00:01:23.276000,83.276,1,False,,0 days 00:00:22.759000,0 days 00:00:30.686000,0 days 00:00:29.831000
NOR,McLaren,12.0,3.0,SOFT,,,1,False,,,0 days 00:00:41.047000,0 days 00:00:25.288000
NOR,McLaren,13.0,3.0,SOFT,0 days 00:01:13.718000,73.718,1,True,,0 days 00:00:21.866000,0 days 00:00:29.453000,0 days 00:00:22.399000
NOR,McLaren,14.0,3.0,SOFT,0 days 00:02:06.206000,126.206,1,False,,0 days 00:00:26.211000,0 days 00:00:52.315000,0 days 00:00:47.680000
NOR,McLaren,15.0,4.0,SOFT,0 days 00:02:22.456000,142.456,1,False,,0 days 00:01:07.323000,0 days 00:00:49.909000,0 days 00:00:25.224000
NOR,McLaren,16.0,4.0,SOFT,0 days 00:01:14.500000,74.5,1,True,,0 days 00:00:22.148000,0 days 00:00:29.748000,0 days 00:00:22.604000
NOR,McLaren,17.0,4.0,SOFT,0 days 00:01:20.890000,80.89,1,False,,0 days 00:00:22.123000,0 days 00:00:30.590000,0 days 00:00:28.177000
NOR,McLaren,18.0,5.0,SOFT,,,1,False,,,0 days 00:00:32.444000,0 days 00:00:24.144000
NOR,McLaren,19.0,5.0,SOFT,0 days 00:01:20.264000,80.264,1,True,,0 days 00:00:23.812000,0 days 00:00:32.171000,0 days 00:00:24.281000
NOR,McLaren,20.0,5.0,SOFT,0 days 00:01:20.330000,80.33,1,True,,0 days 00:00:23.845000,0 days 00:00:32.229000,0 days 00:00:24.256000
NOR,McLaren,21.0,5.0,SOFT,0 days 00:01:20.320000,80.32,1,True,,0 days 00:00:23.850000,0 days 00:00:32.268000,0 days 00:00:24.202000
NOR,McLaren,22.0,5.0,SOFT,0 days 00:01:21.973000,81.973,12,True,,0 days 00:00:23.816000,0 days 00:00:33.887000,0 days 00:00:24.270000
NOR,McLaren,23.0,5.0,SOFT,0 days 00:01:20.892000,80.892,1,True,,0 days 00:00:23.897000,0 days 00:00:32.518000,0 days 00:00:24.477000
NOR,McLaren,24.0,5.0,SOFT,0 days 00:01:21.252000,81.252,1,True,,0 days 00:00:23.982000,0 days 00:00:32.706000,0 days 00:00:24.564000
NOR,McLaren,25.0,5.0,SOFT,0 days 00:01:21.905000,81.905,1,True,,0 days 00:00:23.974000,0 days 00:00:33.219000,0 days 00:00:24.712000
NOR,McLaren,26.0,5.0,SOFT,0 days 00:01:20.405000,80.405,1,True,,0 days 00:00:23.521000,0 days 00:00:32.430000,0 days 00:00:24.454000
NOR,McLaren,27.0,5.0,SOFT,0 days 00:01:20.919000,80.919,1,True,,0 days 00:00:23.901000,0 days 00:00:32.532000,0 days 00:00:24.486000
NOR,McLaren,28.0,5.0,SOFT,0 days 00:01:59.084000,119.084,1,True,,0 days 00:00:33.245000,0 days 00:00:46.898000,0 days 00:00:38.941000
NOR,McLaren,29.0,5.0,SOFT,0 days 00:01:58.012000,118.012,1,False,,0 days 00:00:54.236000,0 days 00:00:35.350000,0 days 00:00:28.426000
BOR,Kick Sauber,1.0,1.0,HARD,,,1,False,,,0 days 00:00:38.774000,0 days 00:00:34.095000
BOR,Kick Sauber,2.0,2.0,HARD,,,1,False,,,0 days 00:00:40.640000,0 days 00:00:33.399000
BOR,Kick Sauber,3.0,2.0,HARD,0 days 00:01:17.622000,77.622,1,True,,0 days 00:00:22.934000,0 days 00:00:31.096000,0 days 00:00:23.592000
BOR,Kick Sauber,4.0,2.0,HARD,0 days 00:02:00.175000,120.175,1,True,,0 days 00:00:32.152000,0 days 00:00:51.841000,0 days 00:00:36.182000
BOR,Kick Sauber,5.0,2.0,HARD,0 days 00:01:17.688000,77.688,1,True,,0 days 00:00:22.923000,0 days 00:00:31.205000,0 days 00:00:23.560000
BOR,Kick Sauber,6.0,2.0,HARD,0 days 00:02:03.615000,123.615,1,False,,0 days 00:00:37.974000,0 days 00:00:49.121000,0 days 00:00:36.520000
BOR,Kick Sauber,7.0,3.0,HARD,0 days 00:02:21.539000,141.539,1,False,,0 days 00:01:00.614000,0 days 00:00:41.094000,0 days 00:00:39.831000
BOR,Kick Sauber,8.0,3.0,HARD,0 days 00:01:16.953000,76.953,1,True,,0 days 00:00:22.741000,0 days 00:00:30.843000,0 days 00:00:23.369000
BOR,Kick Sauber,9.0,3.0,HARD,0 days 00:01:31.555000,91.555,1,False,,0 days 00:00:27.807000,0 days 00:00:33.724000,0 days 00:00:30.024000
BOR,Kick Sauber,10.0,4.0,SOFT,,,1,False,,,0 days 00:00:42.335000,0 days 00:00:27.332000
BOR,Kick Sauber,11.0,4.0,SOFT,0 days 00:01:15.155000,75.155,1,True,,0 days 00:00:22.282000,0 days 00:00:30.097000,0 days 00:00:22.776000
BOR,Kick Sauber,12.0,4.0,SOFT,0 days 00:02:02.132000,122.132,1,False,,0 days 00:00:34.068000,0 days 00:00:47.607000,0 days 00:00:40.457000
BOR,Kick Sauber,13.0,5.0,SOFT,0 days 00:02:05.028000,125.028,1,False,,0 days 00:00:50.653000,0 days 00:00:47.667000,0 days 00:00:26.708000
BOR,Kick Sauber,14.0,5.0,SOFT,0 days 00:01:20.113000,80.113,1,False,,0 days 00:00:22.275000,0 days 00:00:30.372000,0 days 00:00:27.466000
BOR,Kick Sauber,15.0,6.0,HARD,,,12,False,,,0 days 00:00:36.878000,0 days 00:00:24.916000
BOR,Kick Sauber,16.0,6.0,HARD,0 days 00:01:21.470000,81.47,12,True,,0 days 00:00:24.088000,0 days 00:00:32.711000,0 days 00:00:24.671000
BOR,Kick Sauber,17.0,6.0,HARD,0 days 00:01:21.230000,81.23,1,True,,0 days 00:00:24.084000,0 days 00:00:32.642000,0 days 00:00:24.504000
BOR,Kick Sauber,18.0,6.0,HARD,0 days 00:01:21.317000,81.317,1,True,,0 days 00:00:24.104000,0 days 00:00:32.546000,0 days 00:00:24.667000
BOR,Kick Sauber,19.0,6.0,HARD,0 days 00:01:21.390000,81.39,1,True,,0 days 00:00:24.022000,0 days 00:00:32.691000,0 days 00:00:24.677000
BOR,Kick Sauber,20.0,6.0,HARD,0 days 00:01:20.668000,80.668,1,True,,0 days 00:00:23.727000,0 days 00:00:32.544000,0 days 00:00:24.397000
BOR,Kick Sauber,21.0,6.0,HARD,0 days 00:01:21.304000,81.304,1,True,,0 days 00:00:23.912000,0 days 00:00:32.629000,0 days 00:00:24.763000
BOR,Kick Sauber,22.0,6.0,HARD,0 days 00:02:20.221000,140.221,1,True,,0 days 00:00:27.307000,0 days 00:00:55.910000,0 days 00:00:57.004000
BOR,Kick Sauber,23.0,6.0,HARD,0 days 00:02:01.915000,121.915,1,False,,0 days 00:00:48.189000,0 days 00:00:41.624000,0 days 00:00:32.102000
HAD,Unknown,1.0,1.0,HARD,,,1,False,,,0 days 00:00:38.169000,0 days 00:00:28.124000
HAD,Unknown,2.0,1.0,HARD,0 days 00:01:17.385000,77.385,1,True,,0 days 00:00:22.870000,0 days 00:00:31.073000,0 days 00:00:23.442000
HAD,Unknown,3.0,1.0,HARD,0 days 00:02:01.204000,121.204,1,True,,0 days 00:00:37.813000,0 days 00:00:53.759000,0 days 00:00:29.632000
HAD,Unknown,4.0,1.0,HARD,0 days 00:01:16.567000,76.567,1,True,,0 days 00:00:22.612000,0 days 00:00:30.674000,0 days 00:00:23.281000
HAD,Unknown,5.0,1.0,HARD,0 days 00:02:07.984000,127.984,1,False,,0 days 00:00:39.390000,0 days 00:00:48.481000,0 days 00:00:40.113000
HAD,Unknown,6.0,2.0,HARD,,,1,False,,0 days 00:01:12.369000,0 days 00:00:51.839000,0 days 00:00:41.754000
HAD,Unknown,7.0,2.0,HARD,0 days 00:01:16.591000,76.591,1,True,,0 days 00:00:22.697000,0 days 00:00:30.730000,0 days 00:00:23.164000
HAD,Unknown,8.0,2.0,HARD,0 days 00:02:20.354000,140.354,1,True,,0 days 00:00:42.828000,0 days 00:00:55.681000,0 days 00:00:41.845000
HAD,Unknown,9.0,2.0,HARD,0 days 00:01:56.990000,116.99,1,True,,0 days 00:00:36.186000,0 days 00:00:45.294000,0 days 00:00:35.510000
HAD,Unknown,10.0,2.0,HARD,0 days 00:01:16.143000,76.143,1,True,,0 days 00:00:22.382000,0 days 00:00:30.568000,0 days 00:00:23.193000
HAD,Unknown,11.0,2.0,HARD,0 days 00:01:46.072000,106.072,1,False,,0 days 00:00:33.710000,0 days 00:00:41.428000,0 days 00:00:30.934000
HAD,Unknown,12.0,3.0,SOFT,,,1,False,,,0 days 00:00:40.793000,0 days 00:00:28.549000
HAD,Unknown,13.0,3.0,SOFT,0 days 00:01:14.605000,74.605,1,True,,0 days 00:00:22.191000,0 days 00:00:29.847000,0 days 00:00:22.567000
HAD,Unknown,14.0,3.0,SOFT,0 days 00:01:45.341000,105.341,1,False,,0 days 00:00:34.828000,0 days 00:00:39.880000,0 days 00:00:30.633000
HAD,Unknown,15.0,4.0,HARD,,,1,False,,,0 days 00:00:35.672000,0 days 00:00:33.725000
HAD,Unknown,16.0,5.0,HARD,0 days 00:02:02.332000,122.332,1,False,,0 days 00:01:04.994000,0 days 00:00:32.692000,0 days 00:00:24.646000
HAD,Unknown,17.0,5.0,HARD,0 days 00:01:21.544000,81.544,1,True,,0 days 00:00:24.312000,0 days 00:00:32.826000,0 days 00:00:24.406000
HAD,Unknown,18.0,5.0,HARD,0 days 00:01:20.784000,80.784,1,True,,0 days 00:00:24.015000,0 days 00:00:32.501000,0 days 00:00:24.268000
HAD,Unknown,19.0,5.0,HARD,0 days 00:01:21.081000,81.081,12,True,,0 days 00:00:23.893000,0 days 00:00:32.770000,0 days 00:00:24.418000
HAD,Unknown,20.0,5.0,HARD,0 days 00:01:21.169000,81.169,21,True,,0 days 00:00:24.058000,0 days 00:00:32.646000,0 days 00:00:24.465000
HAD,Unknown,21.0,5.0,HARD,0 days 00:01:21.403000,81.403,1,True,,0 days 00:00:23.989000,0 days 00:00:32.800000,0 days 00:00:24.614000
HAD,Unknown,22.0,5.0,HARD,0 days 00:01:26.116000,86.116,1,False,,0 days 00:00:24.198000,0 days 00:00:32.807000,0 days 00:00:29.111000
HAD,Unknown,23.0,6.0,SOFT,0 days 00:02:12.851000,132.851,1,False,,0 days 00:01:05.239000,0 days 00:00:37.618000,0 days 00:00:29.994000
HAD,Unknown,24.0,7.0,SOFT,0 days 00:02:16.522000,136.522,1,False,,0 days 00:00:58.452000,0 days 00:00:45.254000,0 days 00:00:32.816000
HAD,Unknown,25.0,7.0,SOFT,0 days 00:02:20.771000,140.771,1,True,,0 days 00:00:33.836000,0 days 00:00:47.771000,0 days 00:00:59.164000
HAD,Unknown,26.0,7.0,SOFT,0 days 00:01:59.345000,119.345,1,False,,0 days 00:00:51.441000,0 days 00:00:34.084000,0 days 00:00:33.820000
GAS,Alpine,1.0,1.0,HARD,,,1,False,,,0 days 00:00:41.241000,0 days 00:00:28.960000
GAS,Alpine,2.0,1.0,HARD,0 days 00:01:16.677000,76.677,1,True,,0 days 00:00:22.662000,0 days 00:00:30.729000,0 days 00:00:23.286000
GAS,Alpine,3.0,1.0,HARD,0 days 00:02:00.993000,120.993,1,True,,0 days 00:00:38.744000,0 days 00:00:48.643000,0 days 00:00:33.606000
GAS,Alpine,4.0,1.0,HARD,0 days 00:01:16.487000,76.487,1,True,,0 days 00:00:22.522000,0 days 00:00:30.880000,0 days 00:00:23.085000
GAS,Alpine,5.0,1.0,HARD,0 days 00:02:16.902000,136.902,1,True,,0 days 00:00:41.943000,0 days 00:01:00.497000,0 days 00:00:34.462000
GAS,Alpine,6.0,1.0,HARD,0 days 00:01:48.755000,108.755,1,True,,0 days 00:00:36.419000,0 days 00:00:44.317000,0 days 00:00:28.019000
GAS,Alpine,7.0,1.0,HARD,0 days 00:01:16.291000,76.291,1,True,,0 days 00:00:22.500000,0 days 00:00:30.695000,0 days 00:00:23.096000
GAS,Alpine,8.0,1.0,HARD,0 days 00:02:10.436000,130.436,1,False,,0 days 00:00:37.188000,0 days 00:00:51.825000,0 days 00:00:41.423000
GAS,Alpine,9.0,2.0,HARD,0 days 00:02:17.086000,137.086,1,False,,0 days 00:01:01.382000,0 days 00:00:45.987000,0 days 00:00:29.717000
GAS,Alpine,10.0,2.0,HARD,0 days 00:01:16.291000,76.291,1,True,,0 days 00:00:22.498000,0 days 00:00:30.713000,0 days 00:00:23.080000
GAS,Alpine,11.0,2.0,HARD,0 days 00:02:18.793000,138.793,1,False,,0 days 00:00:37.861000,0 days 00:00:57.524000,0 days 00:00:43.408000
GAS,Alpine,12.0,3.0,HARD,0 days 00:02:05.311000,125.311,1,False,,0 days 00:00:50.473000,0 days 00:00:47.765000,0 days 00:00:27.073000
GAS,Alpine,13.0,3.0,HARD,0 days 00:01:16.391000,76.391,1,True,,0 days 00:00:22.455000,0 days 00:00:30.803000,0 days 00:00:23.133000
GAS,Alpine,14.0,3.0,HARD,0 days 00:01:42.379000,102.379,1,False,,0 days 00:00:27.113000,0 days 00:00:44.397000,0 days 00:00:30.869000
GAS,Alpine,15.0,4.0,HARD,0 days 00:01:57.989000,117.989,1,False,,0 days 00:00:50.895000,0 days 00:00:34.207000,0 days 00:00:32.887000
GAS,Alpine,16.0,5.0,SOFT,,,1,False,,,0 days 00:00:43.706000,0 days 00:00:40.444000
GAS,Alpine,17.0,5.0,SOFT,0 days 00:01:14.746000,74.746,1,True,,0 days 00:00:22.167000,0 days 00:00:29.918000,0 days 00:00:22.661000
GAS,Alpine,18.0,5.0,SOFT,0 days 00:02:18.606000,138.606,1,False,,0 days 00:00:35.608000,0 days 00:00:56.837000,0 days 00:00:46.161000
GAS,Alpine,19.0,6.0,SOFT,0 days 00:02:15.418000,135.418,1,False,,0 days 00:00:55.047000,0 days 00:00:48.905000,0 days 00:00:31.466000
GAS,Alpine,20.0,6.0,SOFT,0 days 00:01:19.756000,79.756,1,False,,0 days 00:00:22.198000,0 days 00:00:30.081000,0 days 00:00:27.477000
GAS,Alpine,21.0,7.0,HARD,,,12,False,,,0 days 00:00:39.700000,0 days 00:00:26.563000
GAS,Alpine,22.0,7.0,HARD,0 days 00:01:24.688000,84.688,1,True,,0 days 00:00:24.373000,0 days 00:00:33.240000,0 days 00:00:27.075000
GAS,Alpine,23.0,7.0,HARD,0 days 00:01:21.641000,81.641,1,True,,0 days 00:00:24.215000,0 days 00:00:32.819000,0 days 00:00:24.607000
GAS,Alpine,24.0,7.0,HARD,0 days 00:01:21.571000,81.571,1,True,,0 days 00:00:24.179000,0 days 00:00:32.887000,0 days 00:00:24.505000
GAS,Alpine,25.0,7.0,HARD,0 days 00:01:21.791000,81.791,1,True,,0 days 00:00:24.153000,0 days 00:00:32.984000,0 days 00:00:24.654000
GAS,Alpine,26.0,7.0,HARD,0 days 00:01:21.995000,81.995,1,True,,0 days 00:00:24.136000,0 days 00:00:33.025000,0 days 00:00:24.834000
GAS,Alpine,27.0,7.0,HARD,0 days 00:02:01.655000,121.655,1,True,,0 days 00:00:32.421000,0 days 00:00:46.902000,0 days 00:00:42.332000
GAS,Alpine,28.0,7.0,HARD,0 days 00:02:01.360000,121.36,1,False,,0 days 00:00:54.905000,0 days 00:00:33.885000,0 days 00:00:32.570000
ANT,Mercedes,1.0,1.0,HARD,,,1,False,,,0 days 00:00:40.677000,0 days 00:00:27.924000
ANT,Mercedes,2.0,1.0,HARD,0 days 00:01:16.549000,76.549,1,True,,0 days 00:00:22.605000,0 days 00:00:30.859000,0 days 00:00:23.085000
ANT,Mercedes,3.0,1.0,HARD,0 days 00:02:23.195000,143.195,1,False,,0 days 00:00:40.070000,0 days 00:00:58.186000,0 days 00:00:44.939000
ANT,Mercedes,4.0,2.0,HARD,,,1,False,,0 days 00:01:29.486000,0 days 00:00:51.758000,0 days 00:00:27.462000
ANT,Mercedes,5.0,2.0,HARD,0 days 00:01:16.225000,76.225,1,True,,0 days 00:00:22.611000,0 days 00:00:30.553000,0 days 00:00:23.061000
ANT,Mercedes,6.0,2.0,HARD,0 days 00:02:21.837000,141.837,1,False,,0 days 00:00:41.964000,0 days 00:00:57.439000,0 days 00:00:42.434000
ANT,Mercedes,7.0,3.0,HARD,,,1,False,,0 days 00:01:12.021000,0 days 00:00:52.898000,0 days 00:00:33.924000
ANT,Mercedes,8.0,3.0,HARD,0 days 00:01:16.426000,76.426,1,True,,0 days 00:00:22.653000,0 days 00:00:30.663000,0 days 00:00:23.110000
ANT,Mercedes,9.0,3.0,HARD,0 days 00:01:44.113000,104.113,1,False,,0 days 00:00:30.125000,0 days 00:00:39.890000,0 days 00:00:34.098000
ANT,Mercedes,10.0,4.0,MEDIUM,,,1,False,,,0 days 00:00:43.147000,0 days 00:00:28.232000
ANT,Mercedes,11.0,4.0,MEDIUM,0 days 00:01:15.369000,75.369,1,True,,0 days 00:00:22.400000,0 days 00:00:30.122000,0 days 00:00:22.847000
ANT,Mercedes,12.0,4.0,MEDIUM,0 days 00:01:51.976000,111.976,1,False,,0 days 00:00:32.196000,0 days 00:00:42.458000,0 days 00:00:37.322000
ANT,Mercedes,13.0,5.0,MEDIUM,,,1,False,,,0 days 00:00:34.895000,0 days 00:00:25.263000
ANT,Mercedes,14.0,5.0,MEDIUM,0 days 00:01:21.292000,81.292,1,True,,0 days 00:00:24.012000,0 days 00:00:32.740000,0 days 00:00:24.540000
ANT,Mercedes,15.0,5.0,MEDIUM,0 days 00:01:20.637000,80.637,1,True,,0 days 00:00:23.945000,0 days 00:00:32.410000,0 days 00:00:24.282000
ANT,Mercedes,16.0,5.0,MEDIUM,0 days 00:01:20.552000,80.552,1,True,,0 days 00:00:23.795000,0 days 00:00:32.412000,0 days 00:00:24.345000
ANT,Mercedes,17.0,5.0,MEDIUM,0 days 00:01:21.132000,81.132,1,True,,0 days 00:00:24.085000,0 days 00:00:32.651000,0 days 00:00:24.396000
ANT,Mercedes,18.0,5.0,MEDIUM,0 days 00:01:21.005000,81.005,1,True,,0 days 00:00:24.064000,0 days 00:00:32.520000,0 days 00:00:24.421000
ANT,Mercedes,19.0,5.0,MEDIUM,0 days 00:01:21.518000,81.518,1,True,,0 days 00:00:24.330000,0 days 00:00:32.583000,0 days 00:00:24.605000
ANT,Mercedes,20.0,5.0,MEDIUM,0 days 00:01:21.244000,81.244,1,True,,0 days 00:00:24.095000,0 days 00:00:32.645000,0 days 00:00:24.504000
ANT,Mercedes,21.0,5.0,MEDIUM,0 days 00:01:21.465000,81.465,1,True,,0 days 00:00:24.186000,0 days 00:00:32.673000,0 days 00:00:24.606000
ANT,Mercedes,22.0,5.0,MEDIUM,0 days 00:01:21.504000,81.504,1,True,,0 days 00:00:24.136000,0 days 00:00:32.729000,0 days 00:00:24.639000
ANT,Mercedes,23.0,5.0,MEDIUM,0 days 00:01:21.518000,81.518,1,True,,0 days 00:00:24.131000,0 days 00:00:32.727000,0 days 00:00:24.660000
ANT,Mercedes,24.0,5.0,MEDIUM,0 days 00:01:21.799000,81.799,12,True,,0 days 00:00:24.237000,0 days 00:00:32.877000,0 days 00:00:24.685000
ANT,Mercedes,25.0,5.0,MEDIUM,0 days 00:01:21.879000,81.879,21,True,,0 days 00:00:24.290000,0 days 00:00:32.875000,0 days 00:00:24.714000
ANT,Mercedes,26.0,5.0,MEDIUM,0 days 00:01:29.894000,89.894,1,True,,0 days 00:00:31.940000,0 days 00:00:33.082000,0 days 00:00:24.872000
ANT,Mercedes,27.0,5.0,MEDIUM,0 days 00:01:22.205000,82.205,1,True,,0 days 00:00:24.401000,0 days 00:00:33.083000,0 days 00:00:24.721000
ANT,Mercedes,28.0,5.0,MEDIUM,0 days 00:01:22.064000,82.064,1,True,,0 days 00:00:24.382000,0 days 00:00:32.929000,0 days 00:00:24.753000
ANT,Mercedes,29.0,5.0,MEDIUM,0 days 00:01:23.277000,83.277,1,True,,0 days 00:00:24.810000,0 days 00:00:33.343000,0 days 00:00:25.124000
ANT,Mercedes,30.0,5.0,MEDIUM,0 days 00:02:01.577000,121.577,1,True,,0 days 00:00:32.568000,0 days 00:00:46.178000,0 days 00:00:42.831000
ANT,Mercedes,31.0,5.0,MEDIUM,0 days 00:02:04.218000,124.218,1,False,,0 days 00:00:53.586000,0 days 00:00:37.362000,0 days 00:00:33.270000
ALO,Aston Martin,1.0,1.0,HARD,,,1,False,,,0 days 00:00:34.585000,0 days 00:00:27.099000
ALO,Aston Martin,2.0,1.0,HARD,0 days 00:01:16.141000,76.141,1,True,,0 days 00:00:22.628000,0 days 00:00:30.444000,0 days 00:00:23.069000
ALO,Aston Martin,3.0,1.0,HARD,0 days 00:02:06.867000,126.867,1,True,,0 days 00:00:40.282000,0 days 00:00:54.988000,0 days 00:00:31.597000
ALO,Aston Martin,4.0,1.0,HARD,0 days 00:01:15.480000,75.48,1,True,,0 days 00:00:22.366000,0 days 00:00:30.320000,0 days 00:00:22.794000
ALO,Aston Martin,5.0,1.0,HARD,0 days 00:01:53.153000,113.153,1,True,,0 days 00:00:31.567000,0 days 00:00:50.262000,0 days 00:00:31.324000
ALO,Aston Martin,6.0,1.0,HARD,0 days 00:01:17.870000,77.87,1,True,,0 days 00:00:23.204000,0 days 00:00:31.277000,0 days 00:00:23.389000
ALO,Aston Martin,7.0,1.0,HARD,0 days 00:01:17.317000,77.317,1,True,,0 days 00:00:23.048000,0 days 00:00:30.865000,0 days 00:00:23.404000
ALO,Aston Martin,8.0,1.0,HARD,0 days 00:01:18.080000,78.08,1,True,,0 days 00:00:23.085000,0 days 00:00:31.323000,0 days 00:00:23.672000
ALO,Aston Martin,9.0,1.0,HARD,0 days 00:01:34.624000,94.624,1,False,,0 days 00:00:25.532000,0 days 00:00:34.721000,0 days 00:00:34.371000
ALO,Aston Martin,10.0,2.0,HARD,,,1,False,,,0 days 00:00:36.751000,0 days 00:00:25.252000
ALO,Aston Martin,11.0,2.0,HARD,0 days 00:01:19.481000,79.481,1,True,,0 days 00:00:23.785000,0 days 00:00:31.932000,0 days 00:00:23.764000
ALO,Aston Martin,12.0,2.0,HARD,0 days 00:01:19.360000,79.36,1,True,,0 days 00:00:23.648000,0 days 00:00:31.886000,0 days 00:00:23.826000
ALO,Aston Martin,13.0,2.0,HARD,0 days 00:01:19.786000,79.786,1,True,,0 days 00:00:23.757000,0 days 00:00:31.948000,0 days 00:00:24.081000
ALO,Aston Martin,14.0,2.0,HARD,0 days 00:01:34.730000,94.73,1,False,,0 days 00:00:24.430000,0 days 00:00:34.216000,0 days 00:00:36.084000
ALO,Aston Martin,15.0,3.0,SOFT,,,1,False,,,0 days 00:00:41.580000,0 days 00:00:36.938000
ALO,Aston Martin,16.0,3.0,SOFT,0 days 00:01:14.798000,74.798,1,True,,0 days 00:00:22.166000,0 days 00:00:29.870000,0 days 00:00:22.762000
ALO,Aston Martin,17.0,3.0,SOFT,,,1,False,,0 days 00:00:49.581000,0 days 00:01:06.282000,0 days 00:00:38.017000
ALO,Aston Martin,18.0,3.0,SOFT,0 days 00:02:20.035000,140.035,1,True,,0 days 00:00:51.251000,0 days 00:00:58.243000,0 days 00:00:30.541000
ALO,Aston Martin,19.0,3.0,SOFT,0 days 00:01:39.708000,99.708,1,True,,0 days 00:00:27.244000,0 days 00:00:42.279000,0 days 00:00:30.185000
